1,101,2
1,101,3
1,101,104
1,101,1
1,101,2
1,102,2
1,102,3
1,102,104
1,102,1
1,102,2
1,104,2
1,104,3
1,104,104
1,104,1
1,104,2
1,103,2
1,103,3
1,103,104
1,103,1
1,103,2
1,107,2
1,107,3
1,107,104
1,107,1
1,107,2
1,101,2
1,101,3
1,101,104
1,101,1
1,101,2
1,102,2
1,102,3
1,102,104
1,102,1
1,102,2
1,104,2
1,104,3
1,104,104
1,104,1
1,104,2
1,103,2
1,103,3
1,103,104
1,103,1
1,103,2
1,107,2
1,107,3
1,107,104
1,107,1
1,107,2
1,101,2
1,101,3
1,101,104
1,101,1
1,101,2
1,102,2
1,102,3
1,102,104
1,102,1
1,102,2
1,104,2
1,104,3
1,104,104
1,104,1
1,104,2
1,103,2
1,103,3
1,103,104
1,103,1
1,103,2
1,107,2
1,107,3
1,107,104
1,107,1
1,107,2
1,101,2
1,101,3
1,101,104
1,101,1
1,101,2
1,102,2
1,102,3
1,102,104
1,102,1
1,102,2
1,104,2
1,104,3
1,104,104
1,104,1
1,104,2
1,103,2
1,103,3
1,103,104
1,103,1
1,103,2
1,107,2
1,107,3
1,107,104
1,107,1
1,107,2
1,101,2
1,101,3
1,101,104
1,101,1
1,101,2
1,102,2
1,102,3
1,102,104
1,102,1
1,102,2
1,104,2
1,104,3
1,104,104
1,104,1
1,104,2
1,103,2
1,103,3
1,103,104
1,103,1
1,103,2
1,107,2
1,107,3
1,107,104
1,107,1
1,107,2
1,101,2
1,101,3
1,101,104
1,101,1
1,101,2
1,102,2
1,102,3
1,102,104
1,102,1
1,102,2
1,104,2
1,104,3
1,104,104
1,104,1
1,104,2
1,103,2
1,103,3
1,103,104
1,103,1
1,103,2
1,107,2
1,107,3
1,107,104
1,107,1
1,107,2
1,101,2
1,101,3
1,101,104
1,101,1
1,101,2
1,102,2
1,102,3
1,102,104
1,102,1
1,102,2
1,104,2
1,104,3
1,104,104
1,104,1
1,104,2
1,103,2
1,103,3
1,103,104
1,103,1
1,103,2
1,107,2
1,107,3
1,107,104
1,107,1
1,107,2
1,101,2
1,101,3
1,101,104
1,101,1
1,101,2
1,102,2
1,102,3
1,102,104
1,102,1
1,102,2
1,104,2
1,104,3
1,104,104
1,104,1
1,104,2
1,103,2
1,103,3
1,103,104
1,103,1
1,103,2
1,107,2
1,107,3
1,107,104
1,107,1
1,107,2
1,101,2
1,101,3
1,101,104
1,101,1
1,101,2
1,102,2
1,102,3
1,102,104
1,102,1
1,102,2
1,104,2
1,104,3
1,104,104
1,104,1
1,104,2
1,103,2
1,103,3
1,103,104
1,103,1
1,103,2
1,107,2
1,107,3
1,107,104
1,107,1
1,107,2
1,101,2
1,101,3
1,101,104
1,101,1
1,101,2
1,102,2
1,102,3
1,102,104
1,102,1
1,102,2
1,104,2
1,104,3
1,104,104
1,104,1
1,104,2
1,103,2
1,103,3
1,103,104
1,103,1
1,103,2
1,107,2
1,107,3
1,107,104
1,107,1
1,107,2
1,101,2
1,101,3
1,101,104
1,101,1
1,101,2
1,102,2
1,102,3
1,102,104
1,102,1
1,102,2
1,104,2
1,104,3
1,104,104
1,104,1
1,104,2
1,103,2
1,103,3
1,103,104
1,103,1
1,103,2
1,107,2
1,107,3
1,107,104
1,107,1
1,107,2
1,101,2
1,101,3
1,101,104
1,101,1
1,101,2
1,102,2
1,102,3
1,102,104
1,102,1
1,102,2
1,104,2
1,104,3
1,104,104
1,104,1
1,104,2
1,103,2
1,103,3
1,103,104
1,103,1
1,103,2
1,107,2
1,107,3
1,107,104
1,107,1
1,107,2
1,101,2
1,101,3
1,101,104
1,101,1
1,101,2
1,102,2
1,102,3
1,102,104
1,102,1
1,102,2
1,104,2
1,104,3
1,104,104
1,104,1
1,104,2
1,103,2
1,103,3
1,103,104
1,103,1
1,103,2
1,107,2
1,107,3
1,107,104
1,107,1
1,107,2
1,101,2
1,101,3
1,101,104
1,101,1
1,101,2
1,102,2
1,102,3
1,102,104
1,102,1
1,102,2
1,104,2
1,104,3
1,104,104
1,104,1
1,104,2
1,103,2
1,103,3
1,103,104
1,103,1
1,103,2
1,107,2
1,107,3
1,107,104
1,107,1
1,107,2
1,101,2
1,101,3
1,101,104
1,101,1
1,101,2
1,102,2
1,102,3
1,102,104
1,102,1
1,102,2
1,104,2
1,104,3
1,104,104
1,104,1
1,104,2
1,103,2
1,103,3
1,103,104
1,103,1
1,103,2
1,107,2
1,107,3
1,107,104
1,107,1
1,107,2
1,101,2
1,101,3
1,101,104
1,101,1
1,101,2
1,102,2
1,102,3
1,102,104
1,102,1
1,102,2
1,104,2
1,104,3
1,104,104
1,104,1
1,104,2
1,103,2
1,103,3
1,103,104
1,103,1
1,103,2
1,107,2
1,107,3
1,107,104
1,107,1
1,107,2
1,101,2
1,101,3
1,101,104
1,101,1
1,101,2
1,102,2
1,102,3
1,102,104
1,102,1
1,102,2
1,104,2
1,104,3
1,104,104
1,104,1
1,104,2
1,103,2
1,103,3
1,103,104
1,103,1
1,103,2
1,107,2
1,107,3
1,107,104
1,107,1
1,107,2
1,101,2
1,101,3
1,101,104
1,101,1
1,101,2
1,102,2
1,102,3
1,102,104
1,102,1
1,102,2
1,104,2
1,104,3
1,104,104
1,104,1
1,104,2
1,103,2
1,103,3
1,103,104
1,103,1
1,103,2
1,107,2
1,107,3
1,107,104
1,107,1
1,107,2
2,101,2
2,101,3
2,101,104
2,101,1
2,101,2
2,102,2
2,102,3
2,102,104
2,102,1
2,102,2
2,104,2
2,104,3
2,104,104
2,104,1
2,104,2
2,103,2
2,103,3
2,103,104
2,103,1
2,103,2
2,107,2
2,107,3
2,107,104
2,107,1
2,107,2
2,101,2
2,101,3
2,101,104
2,101,1
2,101,2
2,102,2
2,102,3
2,102,104
2,102,1
2,102,2
2,104,2
2,104,3
2,104,104
2,104,1
2,104,2
2,103,2
2,103,3
2,103,104
2,103,1
2,103,2
2,107,2
2,107,3
2,107,104
2,107,1
2,107,2
2,101,2
2,101,3
2,101,104
2,101,1
2,101,2
2,102,2
2,102,3
2,102,104
2,102,1
2,102,2
2,104,2
2,104,3
2,104,104
2,104,1
2,104,2
2,103,2
2,103,3
2,103,104
2,103,1
2,103,2
2,107,2
2,107,3
2,107,104
2,107,1
2,107,2
2,101,2
2,101,3
2,101,104
2,101,1
2,101,2
2,102,2
2,102,3
2,102,104
2,102,1
2,102,2
2,104,2
2,104,3
2,104,104
2,104,1
2,104,2
2,103,2
2,103,3
2,103,104
2,103,1
2,103,2
2,107,2
2,107,3
2,107,104
2,107,1
2,107,2
2,101,2
2,101,3
2,101,104
2,101,1
2,101,2
2,102,2
2,102,3
2,102,104
2,102,1
2,102,2
2,104,2
2,104,3
2,104,104
2,104,1
2,104,2
2,103,2
2,103,3
2,103,104
2,103,1
2,103,2
2,107,2
2,107,3
2,107,104
2,107,1
2,107,2
2,101,2
2,101,3
2,101,104
2,101,1
2,101,2
2,102,2
2,102,3
2,102,104
2,102,1
2,102,2
2,104,2
2,104,3
2,104,104
2,104,1
2,104,2
2,103,2
2,103,3
2,103,104
2,103,1
2,103,2
2,107,2
2,107,3
2,107,104
2,107,1
2,107,2
3,101,2
3,101,3
3,101,104
3,101,1
3,101,2
3,102,2
3,102,3
3,102,104
3,102,1
3,102,2
3,104,2
3,104,3
3,104,104
3,104,1
3,104,2
3,103,2
3,103,3
3,103,104
3,103,1
3,103,2
3,107,2
3,107,3
3,107,104
3,107,1
3,107,2
3,101,2
3,101,3
3,101,104
3,101,1
3,101,2
3,102,2
3,102,3
3,102,104
3,102,1
3,102,2
3,104,2
3,104,3
3,104,104
3,104,1
3,104,2
3,103,2
3,103,3
3,103,104
3,103,1
3,103,2
3,107,2
3,107,3
3,107,104
3,107,1
3,107,2
3,101,2
3,101,3
3,101,104
3,101,1
3,101,2
3,102,2
3,102,3
3,102,104
3,102,1
3,102,2
3,104,2
3,104,3
3,104,104
3,104,1
3,104,2
3,103,2
3,103,3
3,103,104
3,103,1
3,103,2
3,107,2
3,107,3
3,107,104
3,107,1
3,107,2
3,101,2
3,101,3
3,101,104
3,101,1
3,101,2
3,102,2
3,102,3
3,102,104
3,102,1
3,102,2
3,104,2
3,104,3
3,104,104
3,104,1
3,104,2
3,103,2
3,103,3
3,103,104
3,103,1
3,103,2
3,107,2
3,107,3
3,107,104
3,107,1
3,107,2
3,101,2
3,101,3
3,101,104
3,101,1
3,101,2
3,102,2
3,102,3
3,102,104
3,102,1
3,102,2
3,104,2
3,104,3
3,104,104
3,104,1
3,104,2
3,103,2
3,103,3
3,103,104
3,103,1
3,103,2
3,107,2
3,107,3
3,107,104
3,107,1
3,107,2
3,101,2
3,101,3
3,101,104
3,101,1
3,101,2
3,102,2
3,102,3
3,102,104
3,102,1
3,102,2
3,104,2
3,104,3
3,104,104
3,104,1
3,104,2
3,103,2
3,103,3
3,103,104
3,103,1
3,103,2
3,107,2
3,107,3
3,107,104
3,107,1
3,107,2
4,101,2
4,101,3
4,101,104
4,101,1
4,101,2
4,102,2
4,102,3
4,102,104
4,102,1
4,102,2
4,104,2
4,104,3
4,104,104
4,104,1
4,104,2
4,103,2
4,103,3
4,103,104
4,103,1
4,103,2
4,107,2
4,107,3
4,107,104
4,107,1
4,107,2
4,101,2
4,101,3
4,101,104
4,101,1
4,101,2
4,102,2
4,102,3
4,102,104
4,102,1
4,102,2
4,104,2
4,104,3
4,104,104
4,104,1
4,104,2
4,103,2
4,103,3
4,103,104
4,103,1
4,103,2
4,107,2
4,107,3
4,107,104
4,107,1
4,107,2
4,101,2
4,101,3
4,101,104
4,101,1
4,101,2
4,102,2
4,102,3
4,102,104
4,102,1
4,102,2
4,104,2
4,104,3
4,104,104
4,104,1
4,104,2
4,103,2
4,103,3
4,103,104
4,103,1
4,103,2
4,107,2
4,107,3
4,107,104
4,107,1
4,107,2
4,101,2
4,101,3
4,101,104
4,101,1
4,101,2
4,102,2
4,102,3
4,102,104
4,102,1
4,102,2
4,104,2
4,104,3
4,104,104
4,104,1
4,104,2
4,103,2
4,103,3
4,103,104
4,103,1
4,103,2
4,107,2
4,107,3
4,107,104
4,107,1
4,107,2
4,101,2
4,101,3
4,101,104
4,101,1
4,101,2
4,102,2
4,102,3
4,102,104
4,102,1
4,102,2
4,104,2
4,104,3
4,104,104
4,104,1
4,104,2
4,103,2
4,103,3
4,103,104
4,103,1
4,103,2
4,107,2
4,107,3
4,107,104
4,107,1
4,107,2
4,101,2
4,101,3
4,101,104
4,101,1
4,101,2
4,102,2
4,102,3
4,102,104
4,102,1
4,102,2
4,104,2
4,104,3
4,104,104
4,104,1
4,104,2
4,103,2
4,103,3
4,103,104
4,103,1
4,103,2
4,107,2
4,107,3
4,107,104
4,107,1
4,107,2
